inam,1973-74,1974-75,1975-76,1976-77,1977-78,1978-79,1979-80,1980-81,1981-82,1982-83,1983-84,1984-85,1985-86,1986-87, 1987-88 , 1988-89 , 1989-90 , 1990-91 , 1991-92 , 1992-93 , 1993-94 , 1994-95 , 1995-96 , 1996-97 , 1997-98 , 1998-99 , 1999-2000 ,2000-01, 2001-02 , 2002-03 , 2003-04 , 2004-05 ,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
 ROCHESTER ," $940,020.00 "," $813,000.00 "," $960,000.00 "," $1,000,000.00 "," $1,100,000.00 "," $1,262,000.00 "," $1,333,000.00 "," $1,500,000.00 "," $1,157,223.00 "," $1,807,481.00 "," $1,945,796.00 "," $2,126,472.00 "," $2,369,639.00 "," $3,036,813.00 "," $3,407,321.00 "," $3,264,045.00 "," $3,589,197.00 "," $3,626,288.00 "," $3,696,683.00 "," $3,880,364.00 "," $3,992,899.00 "," $4,002,265.00 "," $4,153,212.00 "," $4,278,958.00 "," $4,531,589.00 "," $4,764,403.00 "," $4,598,169.00 "," $4,449,177.00 "," $5,212,116.00 "," $5,686,913.00 "," $6,016,132.00 "," $6,421,998.00 "," $6,715,587.00 "," $7,165,032.00 "," $7,809,582.00 "," $8,266,771.00 "," $8,514,371.00 "," $8,818,112.00 "," $8,734,828.00 "," $9,747,213.00 "," $9,944,292.00 ","$10,685,436.00 "
 RUTGERS ," $2,273,420.00 "," $2,078,572.00 "," $1,846,197.00 "," $2,064,826.00 "," $2,410,860.00 "," $2,713,000.00 "," $2,542,699.00 "," $2,193,454.00 "," $2,466,182.00 "," $2,560,961.00 "," $3,054,407.00 "," $3,356,846.00 "," $4,053,181.00 "," $4,100,876.00 "," $6,399,863.00 "," $6,988,164.00 "," $6,921,224.00 "," $6,706,090.00 "," $6,757,292.00 "," $7,273,835.00 "," $6,835,251.00 "," $6,900,379.00 "," $7,199,786.00 "," $7,455,010.00 "," $7,653,456.00 "," $7,831,255.00 "," $8,516,772.00 "," $9,441,100.00 "," $9,223,777.00 "," $9,909,612.00 "," $10,052,148.00 "," $10,027,436.00 "," $10,610,826.00 "," $10,069,313.00 "," $10,454,644.00 "," $11,479,410.00 "," $10,510,456.00 "," $10,728,264.00 "," $10,947,025.00 "," $11,849,359.00 "," $14,110,365.00 ","$13,030,198.00 "
 SASKATCHEWAN , N/A , N/A , N/A , N/A , N/A , N/A ," $1,280,683.00 "," $1,421,536.00 "," $1,392,216.00 "," $1,721,078.00 "," $1,742,748.00 "," $1,715,476.00 "," $1,987,573.00 "," $2,136,839.00 "," $2,533,744.00 "," $2,891,123.00 "," $3,108,519.00 "," $3,492,783.00 "," $4,100,394.00 "," $3,517,326.00 "," $3,285,584.00 "," $3,394,727.00 "," $4,168,626.00 "," $4,107,571.00 "," $3,762,094.00 "," $3,614,065.00 "," $3,619,157.00 "," $4,257,205.00 "," $3,701,666.00 "," $4,271,307.00 "," $5,592,831.00 "," $6,382,518.00 "," $7,763,763.01 "," $13,570,509.58 "," $8,942,165.13 "," $9,602,049.37 "," $9,427,557.79 "," $10,643,754.74 "," $11,488,194.68 "," $14,211,585.71 "," $11,708,484.96 ","$11,509,745.29 "
 SMITHSONIAN , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ," $2,063,349.00 "," $1,371,546.00 "," $1,560,755.00 "," $1,543,521.00 "," $1,595,996.00 "," $1,672,374.00 "," $2,097,820.00 "," $2,100,849.00 "," $2,211,929.00 ","$2,402,497.00 "
 SOUTH CAROLINA , N/A ," $1,289,687.00 "," $1,028,813.00 "," $1,318,943.00 "," $1,385,334.00 "," $1,503,721.00 "," $1,509,066.00 "," $1,716,334.00 "," $1,711,552.00 "," $1,555,760.00 "," $1,847,574.00 "," $2,052,027.00 "," $2,086,561.00 "," $2,223,541.00 "," $2,566,338.00 "," $2,950,441.00 "," $3,146,031.00 "," $3,188,425.00 "," $3,540,603.00 "," $3,608,150.00 "," $3,795,575.00 "," $3,953,978.00 "," $4,701,778.00 "," $4,856,953.00 "," $5,548,719.00 "," $5,865,091.00 "," $6,136,289.00 "," $6,541,920.00 "," $6,101,332.00 "," $5,918,877.00 "," $6,743,969.00 "," $6,364,082.00 "," $7,066,564.00 "," $7,403,459.00 "," $8,051,804.00 "," $8,144,704.00 "," $8,882,438.00 "," $8,553,927.00 "," $8,562,481.00 "," $9,001,339.00 "," $8,941,910.00 ","$9,545,577.00 "
 SOUTHERN CALIFORNIA ," $957,303.00 "," $952,059.00 "," $1,082,004.00 "," $1,262,187.00 "," $1,624,934.00 "," $1,892,192.00 "," $2,012,526.00 "," $2,236,454.00 "," $2,525,300.00 "," $2,820,361.00 "," $2,924,593.00 "," $2,993,179.00 "," $3,341,106.00 "," $3,739,162.00 "," $4,769,547.00 "," $4,289,501.00 "," $4,713,720.00 "," $5,276,593.00 "," $4,994,473.00 "," $5,282,503.00 "," $6,191,999.00 "," $6,539,453.00 "," $6,958,495.00 "," $7,455,445.00 "," $7,717,386.00 "," $8,445,395.00 "," $9,441,062.00 "," $9,910,798.00 "," $10,021,658.00 "," $12,048,097.00 "," $8,795,908.00 "," $11,857,390.00 "," $12,962,417.00 "," $9,128,147.00 "," $11,132,454.00 "," $17,354,171.00 "," $19,125,627.00 "," $20,080,312.00 "," $21,169,876.00 "," $21,623,932.00 "," $22,428,916.00 ","$20,091,540.00 "
 SOUTHERN ILLINOIS ," $1,050,439.00 "," $1,202,944.00 "," $1,148,961.00 "," $12,333,377.00 "," $1,399,161.00 "," $1,622,240.00 "," $1,625,451.00 "," $1,769,921.00 "," $1,878,751.00 "," $1,763,527.00 "," $1,905,635.00 "," $2,015,648.00 "," $2,219,481.00 "," $2,889,160.00 "," $2,436,237.00 "," $2,682,406.00 "," $3,134,161.00 "," $3,107,324.00 "," $3,187,222.00 "," $3,379,691.00 "," $3,689,890.00 "," $3,976,174.00 "," $4,784,989.00 "," $4,562,992.00 "," $4,734,588.00 "," $5,114,265.00 "," $5,817,612.00 "," $6,570,166.00 "," $6,603,085.00 "," $6,636,367.00 "," $6,950,978.00 "," $7,073,858.00 "," $7,117,514.00 "," $7,121,969.00 "," $7,031,254.00 "," $7,271,572.00 "," $7,090,979.00 "," $7,487,947.00 "," $7,860,816.00 "," $6,996,369.00 "," $6,948,240.00 ","$6,863,138.00 "
 STANFORD ," $2,181,857.00 "," $2,282,177.00 "," $2,427,272.00 "," $2,882,493.00 "," $3,144,636.00 "," $4,043,647.00 "," $4,043,791.00 "," $4,732,935.00 "," $4,732,935.00 "," $4,631,057.00 "," $5,351,514.00 "," $5,754,736.00 "," $5,943,654.00 "," $6,926,166.00 "," $7,294,540.00 "," $7,739,453.00 "," $8,350,715.00 "," $8,454,160.00 "," $9,574,272.00 "," $10,510,059.00 "," $11,066,524.00 "," $12,783,018.00 "," $13,587,712.00 "," $14,149,584.00 "," $14,564,206.00 "," $15,774,213.00 "," $16,291,337.00 "," $17,108,067.00 "," $17,689,265.00 ", N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,N/A
 SUNY-ALBANY , N/A ," $849,300.00 "," $746,345.00 "," $902,490.00 "," $971,000.00 "," $1,068,000.00 "," $1,252,594.00 "," $1,353,414.00 "," $1,454,997.00 "," $1,555,223.00 "," $1,643,821.00 "," $1,876,474.00 "," $1,971,360.00 "," $2,116,076.00 "," $2,318,650.00 "," $2,453,642.00 "," $3,014,475.00 "," $3,324,677.00 "," $3,024,840.00 "," $2,934,127.00 "," $3,186,770.00 "," $3,363,262.00 "," $3,175,138.00 "," $3,505,384.00 "," $3,631,310.00 "," $3,901,276.00 "," $4,002,944.00 "," $4,481,278.00 "," $4,720,169.00 "," $4,468,842.00 "," $4,606,264.00 "," $5,122,321.00 "," $5,231,629.00 "," $5,134,576.00 "," $5,404,801.00 "," $5,198,901.00 "," $5,193,274.00 "," $5,217,925.00 "," $5,518,798.00 "," $5,667,214.00 "," $6,033,091.00 ","$6,155,188.00 "
 SUNY-BUFFALO ," $1,043,557.00 "," $1,133,351.00 "," $921,251.00 "," $1,070,169.00 "," $1,256,187.00 "," $1,551,069.00 "," $1,651,883.00 "," $1,892,461.00 "," $2,203,365.00 "," $2,264,228.00 "," $2,376,963.00 "," $2,588,461.00 "," $2,936,469.00 "," $3,058,479.00 "," $3,430,707.00 "," $3,648,707.00 "," $3,929,505.00 "," $3,868,613.00 "," $4,104,424.00 "," $4,316,674.00 "," $4,572,276.00 "," $4,795,011.00 "," $4,653,346.00 "," $4,722,056.00 "," $5,094,644.00 "," $5,788,115.00 "," $5,644,136.00 "," $6,359,051.00 "," $7,049,995.00 "," $7,404,956.00 "," $7,284,908.00 "," $7,391,091.00 "," $7,765,537.00 "," $8,279,987.00 "," $8,653,954.00 "," $8,951,888.00 "," $8,214,014.00 "," $7,807,515.00 "," $8,168,256.00 "," $8,625,765.00 "," $9,065,327.00 ","$9,421,978.00 "
 SUNY-STONY BROOK , N/A ," $1,007,900.00 "," $994,100.00 "," $1,017,900.00 "," $1,150,855.00 "," $1,202,525.00 "," $1,328,317.00 "," $1,559,802.00 "," $1,727,393.00 "," $1,929,767.00 "," $2,020,032.00 "," $2,142,329.00 "," $2,547,369.00 "," $2,792,422.00 "," $2,960,511.00 "," $3,289,513.00 "," $3,692,612.00 "," $3,810,302.00 "," $3,677,711.00 "," $4,118,011.00 "," $3,895,457.00 "," $3,826,375.00 "," $3,901,705.00 "," $4,459,912.00 "," $4,656,180.00 "," $4,841,804.00 "," $5,485,966.00 "," $5,639,324.00 "," $6,004,852.00 "," $6,020,706.00 "," $5,889,579.00 "," $6,217,224.00 "," $6,590,728.00 "," $6,669,080.00 "," $7,111,135.00 "," $6,950,740.00 "," $6,634,380.00 "," $7,174,016.00 "," $8,044,300.00 "," $8,132,765.00 "," $8,401,621.00 ","$8,680,624.00 "
 SYRACUSE ," $757,749.00 "," $732,526.00 "," $898,000.00 "," $1,001,685.00 "," $1,042,611.00 "," $1,221,246.00 "," $1,167,926.00 "," $1,675,388.00 "," $1,600,356.00 "," $1,809,504.00 "," $2,131,135.00 "," $2,446,463.00 "," $2,773,360.00 "," $2,676,335.00 "," $2,934,672.00 "," $3,059,468.00 "," $3,388,376.00 "," $3,537,209.00 "," $3,395,055.00 "," $3,898,572.00 "," $3,287,025.00 "," $3,535,957.00 "," $3,541,454.00 "," $3,357,978.00 "," $3,733,575.00 "," $3,995,040.00 "," $4,383,578.00 "," $4,608,524.00 "," $4,729,978.00 "," $4,785,375.00 "," $5,903,473.00 "," $5,351,232.00 "," $6,300,160.00 "," $6,457,876.00 "," $7,037,903.00 "," $7,571,297.00 "," $8,401,813.00 "," $8,252,695.00 "," $8,685,544.00 "," $9,057,943.00 "," $9,570,554.00 ","$10,269,442.00 "
 TEMPLE ," $1,129,003.00 "," $1,034,453.00 "," $1,091,672.00 "," $1,057,439.00 "," $1,198,436.00 "," $1,210,710.00 "," $1,375,794.00 "," $1,533,356.00 "," $1,569,268.00 "," $1,478,626.00 "," $1,558,746.00 "," $1,797,813.00 "," $2,676,038.00 "," $2,285,723.00 "," $2,900,000.00 "," $2,862,788.00 "," $3,096,292.00 "," $3,482,723.00 "," $3,948,240.00 "," $3,810,609.00 "," $3,863,977.00 "," $3,963,746.00 "," $4,709,398.00 "," $4,308,379.00 "," $4,676,771.00 "," $4,797,994.00 "," $5,829,959.00 "," $6,178,505.00 "," $6,152,215.00 "," $6,071,909.00 "," $5,916,318.00 "," $7,295,589.00 "," $8,747,157.00 "," $11,259,438.00 "," $11,602,950.00 "," $11,942,661.00 "," $11,937,615.00 "," $12,944,776.00 "," $12,214,576.00 "," $10,762,544.00 "," $11,511,310.00 ","$11,084,508.00 "
 TENNESSEE ," $1,155,885.00 "," $1,119,111.00 "," $1,267,074.00 "," $1,393,590.00 "," $1,320,669.00 "," $1,402,201.00 "," $1,521,950.00 "," $1,465,859.00 "," $1,452,034.00 "," $1,592,719.00 "," $1,594,032.00 "," $1,947,757.00 "," $1,976,022.00 "," $2,046,187.00 "," $2,529,736.00 "," $3,039,713.00 "," $3,150,396.00 "," $3,635,202.00 "," $3,647,796.00 "," $4,212,313.00 "," $4,085,229.00 "," $4,910,710.00 "," $4,975,353.00 "," $5,188,499.00 "," $5,179,318.00 "," $5,685,933.00 "," $6,823,023.00 "," $7,433,969.00 "," $8,327,156.00 "," $9,764,650.00 "," $9,564,822.00 "," $10,146,013.00 "," $11,547,387.00 "," $12,069,221.00 "," $12,210,020.00 "," $12,146,743.00 "," $11,912,941.00 "," $15,398,124.00 "," $12,876,113.00 "," $14,708,996.00 "," $14,781,177.00 ","$14,553,749.00 "
 TEXAS ," $2,503,516.00 "," $1,708,309.00 "," $3,208,324.00 "," $3,796,255.00 "," $3,239,868.00 "," $2,620,192.00 "," $2,880,062.00 "," $4,504,655.00 "," $4,847,047.00 "," $6,200,024.00 "," $6,468,425.00 "," $6,539,296.00 "," $6,281,077.00 "," $4,716,862.00 "," $4,842,279.00 "," $5,549,375.00 "," $5,635,765.00 "," $6,052,477.00 "," $6,120,264.00 "," $6,561,837.00 "," $6,429,359.00 "," $6,763,054.00 "," $7,128,615.00 "," $8,055,708.00 "," $10,307,170.00 "," $10,166,049.00 "," $11,022,592.00 "," $11,252,392.00 "," $12,723,386.00 "," $12,688,944.00 "," $13,176,133.00 "," $13,149,394.00 "," $16,035,009.00 "," $17,847,024.00 "," $17,615,691.00 "," $17,427,074.00 "," $17,392,118.00 "," $17,441,272.00 "," $18,348,855.00 "," $21,353,828.00 "," $20,922,649.00 ","$22,256,243.00 "
 TEXAS A&M ," $785,479.00 "," $827,194.00 "," $1,372,998.00 "," $1,377,442.00 "," $1,285,239.00 "," $1,549,344.00 "," $1,659,190.00 "," $1,623,785.00 "," $1,983,573.00 "," $2,077,193.00 "," $3,129,443.00 "," $3,046,940.00 "," $3,636,849.00 "," $3,671,669.00 "," $3,470,284.00 "," $3,600,170.00 "," $4,022,520.00 "," $4,306,013.00 "," $4,683,877.00 "," $4,672,226.00 "," $4,731,716.00 "," $5,172,791.00 "," $6,162,606.00 "," $7,275,280.00 "," $8,577,570.00 "," $7,793,024.00 "," $8,890,010.00 "," $9,131,508.00 "," $10,002,491.00 "," $9,936,399.00 "," $12,685,498.00 "," $14,469,892.00 "," $14,099,481.00 "," $15,506,357.00 "," $17,002,600.00 "," $17,768,690.00 "," $18,443,037.00 "," $17,923,344.00 "," $16,781,112.00 "," $23,789,396.00 "," $23,609,080.00 ","$27,125,921.00 "
 TEXAS TECH , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ," $4,958,887.00 "," $5,441,465.00 "," $5,991,177.00 "," $6,437,271.00 "," $6,909,773.00 "," $7,695,114.00 "," $7,707,153.00 "," $8,186,747.00 "," $9,269,276.00 "," $9,503,529.00 "," $10,201,548.00 "," $11,079,689.00 "," $11,514,413.00 "," $11,938,700.00 "," $13,955,787.00 "," $13,535,245.00 "," $14,211,989.00 "," $14,256,641.00 ","$14,080,160.00 "
 TORONTO ," $2,836,885.00 "," $2,543,366.00 "," $3,117,845.00 "," $2,515,266.00 "," $2,863,255.00 "," $3,372,732.00 "," $3,314,473.00 "," $3,595,212.00 "," $4,037,714.00 "," $4,403,420.00 "," $4,491,332.00 "," $4,292,215.00 "," $4,614,582.00 "," $5,102,068.00 "," $5,984,240.00 "," $6,900,753.00 "," $7,376,945.00 "," $7,809,775.00 "," $8,481,130.00 "," $8,769,014.00 "," $9,117,090.00 "," $9,716,781.00 "," $10,063,511.00 "," $12,725,439.00 "," $13,114,346.00 "," $13,656,705.00 "," $14,295,002.00 "," $14,901,477.00 "," $15,325,123.00 "," $16,060,860.00 "," $18,090,524.00 "," $19,816,389.00 "," $21,449,858.11 "," $22,455,603.64 "," $25,822,408.67 "," $23,309,826.00 "," $26,969,612.54 "," $26,935,914.72 "," $27,867,648.70 "," $28,762,768.27 "," $29,724,687.09 ","$26,790,301.56 "
 TULANE ," $568,188.00 "," $591,726.00 "," $655,273.00 "," $694,535.00 "," $784,559.00 "," $903,180.00 "," $1,208,618.00 "," $1,260,533.00 "," $1,368,797.00 "," $2,168,437.00 "," $2,214,143.00 "," $2,315,684.00 "," $2,512,837.00 "," $2,735,330.00 "," $2,820,296.00 "," $3,134,063.00 "," $3,143,642.00 "," $3,732,112.00 "," $3,510,478.00 "," $3,925,613.00 "," $3,858,575.00 "," $4,114,610.00 "," $4,343,554.00 "," $4,090,869.00 "," $4,078,206.00 "," $4,419,283.00 "," $5,033,476.00 "," $5,423,467.00 "," $6,025,090.00 "," $6,258,951.00 "," $6,525,782.00 "," $6,525,782.00 "," $7,675,475.00 "," $8,044,143.00 "," $8,188,561.00 "," $8,749,315.00 "," $9,380,699.00 "," $9,917,045.00 "," $10,604,717.00 "," $10,904,862.00 "," $11,913,606.00 ","$12,114,438.00 "
 UTAH ," $923,413.00 "," $779,164.00 "," $986,135.00 "," $901,366.00 "," $1,075,511.00 "," $1,094,716.00 "," $1,209,641.00 "," $1,212,493.00 "," $1,545,081.00 "," $1,691,511.00 "," $1,911,763.00 "," $1,767,976.00 "," $2,099,077.00 "," $2,090,535.00 "," $2,959,911.00 "," $3,248,314.00 "," $3,087,239.00 "," $2,589,808.00 "," $3,146,399.00 "," $3,642,121.00 "," $4,669,032.00 "," $5,515,472.00 "," $5,625,839.00 "," $5,967,027.00 "," $6,828,130.00 "," $7,364,307.00 "," $7,272,994.00 "," $7,630,267.00 "," $6,923,533.00 "," $7,643,887.00 "," $7,249,844.00 "," $7,481,035.00 "," $7,489,866.00 "," $7,541,720.00 "," $7,980,542.00 "," $7,314,858.00 "," $6,728,095.00 "," $7,627,319.00 "," $8,426,396.00 "," $8,941,309.00 "," $8,796,235.00 ","$9,410,236.00 "
 VANDERBILT , N/A , N/A , N/A , N/A , N/A , N/A ," $1,207,427.00 "," $1,391,196.00 "," $1,617,705.00 "," $1,678,232.00 "," $1,882,801.00 "," $2,184,547.00 "," $2,823,218.00 "," $2,968,063.00 "," $3,445,730.00 "," $3,119,865.00 "," $3,796,567.00 "," $3,938,840.00 "," $4,100,153.00 "," $4,518,989.00 "," $4,582,129.00 "," $4,932,979.00 "," $5,237,836.00 "," $5,591,953.00 "," $6,309,076.00 "," $7,016,298.00 "," $7,063,263.00 "," $7,633,402.00 "," $8,009,955.00 "," $8,417,130.00 "," $8,923,485.00 "," $9,967,495.00 "," $10,577,813.00 "," $11,156,788.00 "," $11,435,792.00 "," $11,063,708.00 "," $11,312,373.00 "," $12,274,237.00 "," $11,692,375.00 "," $11,969,477.00 "," $11,950,301.00 ","$12,788,715.00 "
 VIRGINIA ," $1,955,773.00 "," $1,808,222.00 "," $1,581,125.00 "," $1,848,314.00 "," $2,417,737.00 "," $2,525,724.00 "," $3,031,146.00 "," $2,558,290.00 "," $2,693,004.00 "," $2,886,476.00 "," $3,104,587.00 "," $4,345,772.00 "," $4,489,745.00 "," $4,822,066.00 "," $4,694,633.00 "," $5,037,657.00 "," $5,951,663.00 "," $5,784,342.00 "," $5,740,600.00 "," $5,942,988.00 "," $6,467,287.00 "," $7,664,609.00 "," $7,667,486.00 "," $8,002,821.00 "," $7,612,143.00 "," $8,040,235.00 "," $8,394,669.00 "," $8,807,679.00 "," $8,891,857.00 "," $8,588,201.00 "," $9,813,145.00 "," $10,082,602.00 "," $10,039,183.00 "," $10,791,623.00 "," $13,467,652.00 "," $13,107,062.00 "," $10,352,942.00 "," $11,083,174.00 "," $10,768,307.00 "," $10,960,125.00 "," $12,109,120.00 ","$13,809,501.00 "
 VIRGINIA TECH , N/A , N/A ," $900,231.00 "," $1,654,975.00 "," $1,727,687.00 "," $1,825,894.00 "," $1,932,501.00 "," $1,851,220.00 "," $2,117,884.00 "," $196,400.00 "," $2,240,600.00 "," $2,504,900.00 "," $2,627,290.00 "," $3,512,342.00 "," $3,347,560.00 "," $3,179,480.00 "," $3,529,881.00 "," $3,887,002.00 "," $4,722,527.00 "," $4,644,531.00 "," $4,840,115.00 "," $5,152,375.00 "," $5,188,268.00 "," $5,661,138.00 "," $5,439,045.00 "," $5,466,863.00 "," $5,300,216.00 "," $5,611,398.00 "," $6,277,110.00 "," $5,749,272.00 "," $5,932,914.00 "," $5,927,765.00 "," $7,371,492.00 "," $7,592,311.00 "," $7,043,044.00 "," $7,155,113.00 "," $8,428,572.00 "," $8,409,420.00 "," $8,696,370.00 "," $8,691,143.00 "," $9,161,016.00 ","$9,378,634.00 "
 WASHINGTON ," $1,468,875.00 "," $1,756,756.00 "," $1,807,924.00 "," $2,178,840.00 "," $2,064,988.00 "," $2,598,693.00 "," $2,587,773.00 "," $3,171,418.00 "," $2,750,266.00 "," $3,971,429.00 "," $3,248,484.00 "," $4,311,786.00 "," $3,528,168.00 "," $4,474,133.00 "," $4,920,689.00 "," $5,775,455.00 "," $5,378,451.00 "," $7,090,489.00 "," $6,129,218.00 "," $7,948,077.00 "," $7,058,250.00 "," $9,264,239.00 "," $9,128,097.00 "," $8,968,374.00 "," $8,617,903.00 "," $10,938,280.00 "," $11,389,434.00 "," $9,091,300.00 "," $11,127,343.00 "," $8,556,561.00 "," $11,787,071.00 "," $13,432,102.00 "," $12,542,511.00 "," $16,161,944.00 "," $14,862,427.00 "," $16,657,209.00 "," $14,842,396.00 "," $14,389,202.00 "," $15,296,925.00 "," $16,433,168.00 "," $16,067,994.00 ","$18,005,455.00 "
 WASHINGTON STATE ," $872,338.00 "," $875,266.00 "," $1,080,134.00 "," $995,942.00 "," $1,137,433.00 "," $1,253,071.00 "," $1,325,771.00 "," $1,339,623.00 "," $1,548,782.00 "," $2,092,692.00 "," $1,960,750.00 "," $1,994,194.00 "," $2,197,648.00 "," $2,292,844.00 "," $2,411,986.00 "," $2,680,494.00 "," $2,766,133.00 "," $3,009,477.00 "," $3,001,342.00 "," $3,029,936.00 "," $3,146,295.00 "," $3,250,286.00 "," $3,579,743.00 "," $3,971,011.00 "," $4,564,575.00 "," $4,885,113.00 "," $5,366,389.00 "," $5,213,370.00 "," $6,011,766.00 "," $5,456,438.00 "," $5,260,158.00 "," $5,761,048.00 "," $5,628,649.00 "," $6,462,246.00 "," $6,424,476.00 "," $6,152,879.00 "," $5,935,225.00 "," $5,357,745.00 "," $7,083,392.00 "," $6,468,999.00 "," $6,847,684.00 ","$6,627,312.00 "
 WASHINGTON U.-ST. LOUIS ," $947,367.00 "," $1,012,012.00 "," $1,208,759.00 "," $1,217,641.00 "," $1,185,231.00 "," $1,384,692.00 "," $1,485,884.00 "," $1,714,194.00 "," $1,829,571.00 "," $1,914,895.00 "," $2,208,036.00 "," $2,225,199.00 "," $2,404,897.00 "," $2,939,533.00 "," $3,580,315.00 "," $3,352,508.00 "," $4,004,309.00 "," $4,620,220.00 "," $5,566,315.00 "," $5,665,444.00 "," $5,939,304.00 "," $5,557,566.00 "," $6,348,160.00 "," $6,370,954.00 "," $6,883,541.00 "," $7,000,403.00 "," $7,293,040.00 "," $8,064,399.00 "," $8,540,041.00 "," $9,357,748.00 "," $9,259,923.00 "," $9,969,715.00 "," $10,646,463.00 "," $11,019,989.00 "," $12,462,732.00 "," $12,772,285.00 "," $12,274,398.00 "," $12,151,603.00 "," $12,589,351.00 "," $14,378,390.00 "," $13,711,438.00 ","$15,217,386.00 "
 WATERLOO , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ," $1,825,957.00 "," $2,114,595.00 "," $2,016,208.00 "," $1,944,011.00 "," $2,300,448.00 "," $2,714,477.00 "," $3,057,855.00 "," $3,416,821.00 "," $3,605,338.00 "," $3,220,214.00 "," $3,371,985.00 "," $3,208,803.00 "," $3,352,852.00 "," $3,616,345.00 "," $3,206,464.00 "," $3,230,922.00 "," $4,087,203.00 "," $3,765,503.00 "," $3,835,088.00 "," $3,969,875.00 "," $5,322,007.00 "," $6,194,668.00 "," $6,180,681.92 "," $5,927,581.91 "," $6,533,760.02 "," $5,925,082.71 "," $7,052,562.52 "," $7,597,640.30 "," $8,072,439.97 "," $8,344,826.80 "," $8,864,281.71 ","$7,240,020.44 "
 WAYNE STATE ," $1,101,529.00 "," $1,077,282.00 "," $1,096,621.00 "," $1,118,310.00 "," $1,201,261.00 "," $1,295,844.00 "," $1,422,709.00 "," $1,361,281.00 "," $1,335,424.00 "," $1,579,326.00 "," $2,373,566.00 "," $2,445,405.00 "," $3,044,903.00 "," $3,261,003.00 "," $3,634,454.00 "," $4,097,203.00 "," $4,039,249.00 "," $4,288,305.00 "," $4,320,679.00 "," $4,170,176.00 "," $4,940,413.00 "," $4,715,203.00 "," $4,954,820.00 "," $5,002,203.00 "," $5,397,018.00 "," $5,716,296.00 "," $5,626,286.00 "," $6,195,057.00 "," $6,802,058.00 "," $7,082,004.00 "," $7,095,838.00 "," $7,665,646.00 "," $7,811,606.00 "," $8,344,118.00 "," $9,007,142.00 "," $8,701,072.00 "," $8,601,311.00 "," $9,014,339.00 "," $9,257,994.00 "," $9,410,721.00 "," $9,463,490.00 ","$9,598,799.00 "
 WESTERN ONTARIO , N/A , N/A ," $1,395,831.00 "," $1,689,073.00 "," $1,623,398.00 "," $1,919,188.00 "," $1,756,186.00 "," $2,093,405.00 "," $2,002,798.00 "," $2,246,251.00 "," $2,495,359.00 "," $2,953,172.00 "," $2,523,857.00 "," $2,623,408.00 "," $3,071,155.00 "," $3,793,328.00 "," $4,252,686.00 "," $4,396,215.00 "," $4,177,055.00 "," $4,419,508.00 "," $4,029,646.00 "," $4,223,301.00 "," $4,391,205.00 "," $5,081,590.00 "," $5,062,518.00 "," $4,970,392.00 "," $5,872,482.00 "," $5,846,061.00 "," $6,105,258.00 "," $6,997,428.00 "," $7,744,356.00 "," $8,869,507.00 ", N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,"$12,439,673.74 "
 WISCONSIN ," $1,947,784.00 "," $2,125,280.00 "," $2,163,624.00 "," $1,850,693.00 "," $2,202,407.00 "," $2,607,551.00 "," $2,797,166.00 "," $2,842,618.00 "," $3,352,060.00 "," $353,073.00 "," $4,061,698.00 "," $4,014,395.00 "," $4,358,243.00 "," $5,013,892.00 "," $4,780,562.00 "," $5,031,751.00 "," $6,245,344.00 "," $7,069,078.00 "," $7,076,924.00 "," $7,305,794.00 "," $7,246,709.00 "," $8,122,557.00 "," $8,040,673.00 "," $8,506,716.00 "," $8,136,068.00 "," $8,086,443.00 "," $9,107,398.00 "," $8,990,946.00 "," $9,065,205.00 "," $10,382,146.00 "," $10,596,306.00 "," $10,938,665.00 "," $11,582,710.00 "," $11,242,567.00 "," $10,974,532.00 "," $11,710,988.00 "," $11,522,129.00 "," $11,478,784.00 "," $11,947,497.00 "," $12,617,620.00 "," $12,797,066.00 ","$13,117,178.00 "
